"Prize Name","Contributor","Minimum Bid","Game Span","Category","Image","Winner","Winner URL"
"Loading...","Studio Pen Pen","$10.00","Castlevania: Harmony of Dissonance Maxim All Bosses -> Castlevania: Symphony of the Night Zero Bosses","None","https://imgur.com/XXWccTL","evilwraith","https://gamesdonequick.com//tracker/donor/309689/22"
"Super Castlevania IV 2X Vinyl Soundtrack. Gold/Bronze Print","Ken","$20.00","Castlevania: Harmony of Dissonance Maxim All Bosses -> Fire Emblem: The Sacred Stones Eirika vs Ephraim bid war","None","https://imgur.com/GCZzGqr","Cody Gough","https://gamesdonequick.com//tracker/donor/26745/22"
"Fire Emblem: Sacred Stones - Great Lord Ephraim","PrinnyCreed","$5.00","Fire Emblem: The Sacred Stones Eirika vs Ephraim bid war","None","https://imgur.com/a/1Z8vr","Lemon McBoss","https://gamesdonequick.com//tracker/donor/363063/22"
"80s Retrowave Samus Aran Portrait (Pray for Peace in Space)","Jayce Thoyre","$25.00","Metroid Prime 3: Corruption Any% Normal","None","https://imgur.com/a/ShFmU","Katiec93","https://gamesdonequick.com//tracker/donor/360161/22"
"Enter the Samus","Studio Pen Pen","$10.00","Metroid Prime 3: Corruption Any% Normal","None","https://imgur.com/XKMgbgO","GxTruth","https://gamesdonequick.com//tracker/donor/348828/22"
"Metroid Trilogy 2X Vinyl Soundtrack by Unfortunateface","Ken","$15.00","Metroid Prime 3: Corruption Any% Normal","None","https://imgur.com/a/iYP4h","Gheldean","https://gamesdonequick.com//tracker/donor/314040/22"
"Chain Chomp Lamp","ThinkGeek","$10.00","Super Mario 3D World Any%","None","None","Hellosethhh","https://gamesdonequick.com//tracker/donor/363339/22"
"Super Mario Boo Enamel Pin Set","Rachel Kozy","$5.00","Super Mario 3D World Any%","None","https://www.dropbox.com/sh/tq88cqaparyh54w/AAD4xzw9jchCJ7aROqtaMYt6a?dl=0","Giant Robot Bee","https://gamesdonequick.com//tracker/donor/311975/22"
"Super Mario Question Block Lamp","ThinkGeek","$10.00","Super Mario 3D World Any%","None","None","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Entry Level Gaming PC","almighty_peanut","$40.00","Half-Life: Opposing Force Any% Scriptless -> Blood II: The Chosen Any% Caleb vs. Ophelia bid war","None","https://imgur.com/a/dgM0m","W..., Jeremy (J Dubz)","https://gamesdonequick.com//tracker/donor/44840/22"
"SADES D-Power Gaming Headset","SADES USA","$10.00","Half-Life: Opposing Force Any% Scriptless -> Dying Light Any% Co-op","None","http://www.sades.gg/uploads/20170109/148392929615688.png","Anonymous","Anonymous"
"Seal Of Metatron Mini-Charm Necklace","SilentEvil","$10.00","Resident Evil 7 biohazard New Game Madhouse -> Blood II: The Chosen Any% Caleb vs. Ophelia bid war","None","http://lh4.ggpht.com/_B3bqKIQfOFQ/SwFSFrPQg8I/AAAAAAAAALE/pgudn2RQ1F0/SealCharmNecklace_F.jpg","iamtuck3r","https://gamesdonequick.com//tracker/donor/258102/22"
"&quot;Horror&quot; AGDQ Banner","GamesDoneQuick","$50.00","Silent Hill Any% -> Superman 64 Any%","None","None","otakutaylor","https://gamesdonequick.com//tracker/donor/38439/22"
"Original NES with Blinking Light Win mod","iggyzig","$20.00","Holy Diver Any% -> Strider Live Tutorial Showcase","None","https://imgur.com/a/zdVcI","FyzzleFry","https://gamesdonequick.com//tracker/donor/364561/22"
"Chip and Dale Perler Art Magnets","Nick Franklin","$5.00","Batman: The Video Game Any% Race -> Teenage Mutant Ninja Turtles any%","None","https://photos.google.com/photo/AF1QipP4vZX5nJ4AhjFqNn2MHHKLAxWhp-6YYUUSZma-","[FR] ToXic13","https://gamesdonequick.com//tracker/donor/364275/22"
"Chozaglyph Poster","Fangamer","$10.00","Battletoads Any% Warpless -> Strider Live Tutorial Showcase","None","None","Caryn and Patrick","https://gamesdonequick.com//tracker/donor/364578/22"
"Handmade Samus Aran Figurine (based on 1986 concept art)","Jayce Thoyre","$20.00","Battletoads Any% Warpless -> Strider Live Tutorial Showcase","None","https://imgur.com/gallery/DrrJB","Wolf, Fabian (Kynatic)","https://gamesdonequick.com//tracker/donor/332244/22"
"Metroid: Samus Returns for 3DS","Rich McLaughlin","$10.00","Battletoads Any% Warpless -> Strider Live Tutorial Showcase","None","https://upload.wikimedia.org/wikipedia/en/1/16/Metroid_Samus_Returns.jpg","Gruebane","https://gamesdonequick.com//tracker/donor/260075/22"
"Dragon Warrior Perler Magnet Set","Nick Franklin","$5.00","Dragon Warrior any%","None","https://photos.google.com/photo/AF1QipMVrVGOHJxXS79A3lkqeSy8HIzFoje2rGybtd_p","RamblingJosh213","https://gamesdonequick.com//tracker/donor/363001/22"
"Super Samus","Studio Pen Pen","$10.00","Metroid all bosses warpless","None","https://imgur.com/TAkSsDB","1und2","https://gamesdonequick.com//tracker/donor/339470/22"
"Bowser Perler Art","PurpulPancakes","$15.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://imgur.com/gallery/K7R1N","Anonymous","Anonymous"
"Handmade Roger the Potted Ghost Figurine","Jayce Thoyre","$25.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://imgur.com/a/KUF4c","Blue Cheetah","https://gamesdonequick.com//tracker/donor/342746/22"
"Hop! Hop! Donut Lifts","Studio Pen Pen","$10.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://imgur.com/O5fhlm6","Anonymous","Anonymous"
"Nintendo Switch - Super Mario Odyssey Edition","The Stevens Family","$5.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://www.amazon.com/Nintendo-Switch-Super-Mario-Odyssey/dp/B075N7RDTM/ref=sr_1_3?ie=UTF8&amp;qid=1508339240&amp;sr=8-3&amp;keywords=switch","SilverdudeOmni","https://gamesdonequick.com//tracker/donor/366421/22"
"Super Mario Amiibo Cereal","NESJumpman","$5.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://imgur.com/tzwUcNe","Anonymous","Anonymous"
"Super Mario Sunshine Watercolor","ShinoXart","$20.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://drive.google.com/file/d/1X7ABnutYejO0BIfWoZJWbRRa4qS_sURr/view?usp=sharing","RossPal","https://gamesdonequick.com//tracker/donor/364705/22"
"Yoshi Island Perler Art Magnets","Nick Franklin","$5.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://photos.google.com/photo/AF1QipP16YwxpygBU-ZTgHntZ4SBbccBcdop_TVkbtvb","TzeVitamin","https://gamesdonequick.com//tracker/donor/364642/22"
"Yoshi - Make Eggs","Studio Pen Pen","$20.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","https://imgur.com/GctWawb","Frantic32","https://gamesdonequick.com//tracker/donor/49044/22"
"Yoshi&#39;s Cookies Painting","LLK","$15.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","None","Anonymous","Anonymous"
"Yoshi&#39;s Island &quot;Stomping Grounds&quot; shirt","Fangamer","$10.00","Wario Land 4 Normal / Any% (Zipless) -> Superman 64 Any%","None","None","Anonymous","Anonymous"
"Pipe Mug &amp; Block Coasters","Fangamer","$10.00","Mario &amp; Luigi: Superstar Saga Any%","None","None","Anonymous","Anonymous"
"3D Printed Bubsy Figurine","spellbot","$15.00","Superman 64 Any% -> Deadly Towers Any%","None","https://imgur.com/a/uwTcG","muteKi","https://gamesdonequick.com//tracker/donor/37043/22"
"Apu Nahasapeemapetilon Plush Doll.","NESJumpman","$5.00","Superman 64 Any% -> Deadly Towers Any%","None","https://imgur.com/q3K4a0j","Trysdyn","https://gamesdonequick.com//tracker/donor/367886/22"
"AtGames Sega Genesis Flashback Console","iggyzig","$15.00","Superman 64 Any% -> Deadly Towers Any%","None","https://imgur.com/a/Sx1nU","Henry H.","https://gamesdonequick.com//tracker/donor/256177/22"
"&quot;Awful Block&quot;AGDQ Banner","GamesDoneQuick","$50.00","Superman 64 Any% -> Quantum Conundrum Any%","None","None","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Homer Simpson Figurine, &quot;Mr. Fitness&quot;","NESJumpman","$10.00","Superman 64 Any% -> Deadly Towers Any%","None","https://imgur.com/5TeFLmz","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Octodad Tie","Fangamer &amp; Young Horses","$10.00","Superman 64 Any% -> Deadly Towers Any%","None","None","Oranges","https://gamesdonequick.com//tracker/donor/331039/22"
"This be book bad translation, video games!","Fangamer &amp; Legends of Localization","$10.00","Superman 64 Any% -> Deadly Towers Any%","None","None","Anonymous","Anonymous"
"WAL-OUIJA Board","Marlowe Dobbe","$25.00","Superman 64 Any% -> Deadly Towers Any%","None","https://pbs.twimg.com/media/DLveTneWsAEilar.jpg","Hayden Schiff","https://gamesdonequick.com//tracker/donor/291676/22"
"Custom Dishonored Xbox One","Bethesda Softworks","$30.00","Ultima VI: The False Prophet Any% No Major Glitches -> Dishonored All Collectibles","None","None","Anonymous","Anonymous"
"Legends of Localization Book &amp; Passport: EarthBound","Fangamer &amp; Legends of Localization","$10.00","Ultima VI: The False Prophet Any% No Major Glitches -> The Legend of the Mystical Ninja any% 2-player co-op","None","None","Anonymous","Anonymous"
"Secret of Evermore Perler Art Magnets","Nick Franklin","$10.00","Secret of Evermore Any%","None","https://photos.google.com/photo/AF1QipMf0OthokVJ5P4ewhw5dXBWce_l-1He9h-VDM-6","PowerStone05","https://gamesdonequick.com//tracker/donor/320220/22"
"Toaster Dog Handmade Plush","steelfeather","$20.00","Secret of Evermore Any%","None","https://imgur.com/a/fAKL1","Anonymous","Anonymous"
"Super NES Classic Edition","Joel Owen","$25.00","The Legend of the Mystical Ninja any% 2-player co-op -> Star Fox 2 NG+ Expert","None","https://www.nintendo.com/super-nes-classic/","Vergnaud, Benjamin (kry84)","https://gamesdonequick.com//tracker/donor/349165/22"
"Fox McCloud Figure","steelfeather","$5.00","Star Fox 2 NG+ Expert","None","https://i.imgur.com/Rzaqeox.png","FunDad","https://gamesdonequick.com//tracker/donor/359943/22"
"Fox McCloud Plush","steelfeather","$5.00","Star Fox 2 NG+ Expert","None","https://i.imgur.com/UJ1KQqJ.png","Mr. and Mrs. K","https://gamesdonequick.com//tracker/donor/368060/22"
"Star Fox Wingman Poster Combo","Fangamer","$10.00","Star Fox 2 NG+ Expert","None","https://i.imgur.com/JaMlclg.png","Anonymous","Anonymous"
"Corsair void wireless SE","Anonymous","$20.00","Dishonored All Collectibles -> Hyper Light Drifter New Game Alt Any%","None","https://photos.app.goo.gl/KBqODdlOlqKdSh973","Anonymous","Anonymous"
"Dishonored 2 Comic Book","Bethesda Softworks","$10.00","Dishonored All Collectibles","None","https://i.imgur.com/yCw9ULS.png","F..., Brian (Brian F128)","https://gamesdonequick.com//tracker/donor/368143/22"
"Outsider\xe2\x80\x99s Mark Hat","Bethesda Softworks","$5.00","Dishonored All Collectibles","None","None","Surmy","https://gamesdonequick.com//tracker/donor/361001/22"
"Custom PREY Xbox One","Bethesda Softworks","$30.00","Prey Any% -> Hyper Light Drifter New Game Alt Any%","None","None","Bob209","https://gamesdonequick.com//tracker/donor/333152/22"
"Nvidia GTX 1080","Anonymous","$10.80","Ori and the Blind Forest: Definitive Edition All Skills (no OOB/TA) Race -> Cat Quest Any%","None","https://i.imgur.com/X9sbj3w.png","Bjorn169","https://gamesdonequick.com//tracker/donor/343003/22"
"&quot;Friends&quot; AGDQ Banner","GamesDoneQuick","$50.00","Hyper Light Drifter New Game Alt Any% -> The Legend of Zelda: Ocarina of Time 100%","None","None","Anonymous","Anonymous"
"The Art of Hyper Light Drifter","Fangamer &amp; Heart Machine","$10.00","Hyper Light Drifter New Game Alt Any%","None","None","Strikr9000000","https://gamesdonequick.com//tracker/donor/369043/22"
"Minecraft Color Changing Potion Bottle","ThinkGeek","$10.00","Spelunky All Shortcuts + Olmec (solo run) -> Cat Quest Any%","None","None","UBE Chief87","https://gamesdonequick.com//tracker/donor/369251/22"
"Nintendo DS Lite","e_mister","$10.00","Spelunky All Shortcuts + Olmec (solo run) -> Cat Quest Any%","None","https://i.imgur.com/cMSXtWl.png","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Set of Spelunky Mini figurines","Fangamer &amp; Mossmouth","$10.00","Spelunky All Shortcuts + Olmec (solo run)","None","None","Anonymous","Anonymous"
"Cloudbuilt Poster","Wobs23","$10.00","Cloudbuilt Full Game Defiance","None","https://i.imgur.com/T8g24yU.jpg","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Densha de D Games 1-4 and Comics Volumes 1-7","jinushi","$20.00","Densha de D: Lightning Stage Any%","None","http://www.jinushi.info/AGDQ2018_all_images.jpg","Nesaea","https://gamesdonequick.com//tracker/donor/313862/22"
"101 Video Games to Play Before You Grow Up (signed book)","Ben Bertoli","$10.00","Super Mario Galaxy any% -> Kingdom Hearts: Birth by Sleep Final Mix HD TBD","None","https://imgur.com/a/OdGpi","RoCubeSecant","https://gamesdonequick.com//tracker/donor/37617/22"
"Mario 3D Perler Figure","YoshioKun13","$10.00","Super Mario Galaxy any%","None","https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/17202919_771793619639350_4702011359100685512_n.jpg?oh=07977a23903272f2b1b80478cd955f63&amp;oe=5ABA82A3","kiddblur","https://gamesdonequick.com//tracker/donor/358568/22"
"Super Mario Collector Pins, series 1","NESJumpman","$10.00","Super Mario Galaxy any%","None","https://imgur.com/Mo082Hw","Sydnai","https://gamesdonequick.com//tracker/donor/369845/22"
"&quot;Cat&quot;amari Painting","Studio Pen Pen","$10.00","Super Monkey Ball Beginner, Advanced, Expert Stages -> TASBot vs Super Monkey Ball Any%","None","None","Anonymous","Anonymous"
"Nintendo 64 patent print, hardwood","gamesdonequick.prize@emil.skil","$15.00","Super Monkey Ball Beginner, Advanced, Expert Stages -> TASBot vs Super Monkey Ball Any%","None","https://cdn.shopify.com/s/files/1/1610/6139/products/n64_deluxe_2048x.jpg?v=1509473666","Woodruff, Steve","https://gamesdonequick.com//tracker/donor/369941/22"
"Speedrunning Cross Stitch","Jeran","$10.00","Super Monkey Ball Beginner, Advanced, Expert Stages -> Kingdom Hearts: Birth by Sleep Final Mix HD TBD","None","https://i.imgur.com/tVuX4Zn.jpg?1","Salcedo, Ernesto (Miniernie)","https://gamesdonequick.com//tracker/donor/369866/22"
"Super Monkey Ball w/TAS","Dacicus","$40.00","Super Monkey Ball Beginner, Advanced, Expert Stages -> TASBot vs Super Monkey Ball Any%","None","https://ibb.co/jc1huw","GoldenToad","https://gamesdonequick.com//tracker/donor/369937/22"
"Kalos Starter Keychains 2","NelmaThyria","$5.00","Pokemon Black/White Version 2 Any%","None","http://dzasv7x7a867v.cloudfront.net/product_photos/31771368/xy_20starters_20keychains_201_original.jpg","Anonymous","Anonymous"
"Latias &amp; Latios Print","NelmaThyria","$5.00","Pokemon Black/White Version 2 Any%","None","http://d111vui60acwyt.cloudfront.net/product_photos/24515262/lati_40s_204x6_original.jpg","Anonymous","Anonymous"
"Mega Hoenn Starter Prints 2","NelmaThyria","$5.00","Pokemon Black/White Version 2 Any%","None","http://dlp2gfjvaz867.cloudfront.net/product_photos/24663978/FullSizeRender_original.jpg","Anonymous","Anonymous"
"Old School Pokemon Keychains Set","Justm3h","$10.00","Pokemon Black/White Version 2 Any%","None","https://drive.google.com/file/d/1e82dl_dKq59nPnOBnEdenzG5igAA2QxO/view?usp=sharing","Wectros","https://gamesdonequick.com//tracker/donor/370406/22"
"Pallet Town","Studio Pen Pen","$20.00","Pokemon Black/White Version 2 Any%","None","https://imgur.com/woS4rgQ","Anonymous","Anonymous"
"Pyukumuku Plushie","Faith Karwacki","$10.00","Pokemon Black/White Version 2 Any%","None","https://squareup.com/store/octogal-designs/item/pyukumuku","No.3 Mole","https://gamesdonequick.com//tracker/donor/367844/22"
"Snorlax Bean Bag Chair","ThinkGeek","$20.00","Pokemon Black/White Version 2 Any%","None","https://i.imgur.com/W8N7cd2.png","[FR] Ronan_Kaylius","https://gamesdonequick.com//tracker/donor/370524/22"
"Sun and Moon Starter Keychains","NelmaThyria","$10.00","Pokemon Black/White Version 2 Any%","None","http://dlp2gfjvaz867.cloudfront.net/product_photos/45613781/keychains-_20sun_20moon_20starters_original.jpg","Clenoic","https://gamesdonequick.com//tracker/donor/308423/22"
"(Blues - The Original Sad Boy)","Jayce Thoyre","$25.00","Mega Man 1 - 3 Team Relay Race any%","None","https://imgur.com/a/KaCTJ","OkamiKaras","https://gamesdonequick.com//tracker/donor/265875/22"
"Handmade Mega Man with Item 2 Figurine","Jayce Thoyre","$30.00","Mega Man 1 - 3 Team Relay Race any%","None","https://imgur.com/a/Oesom","GG Cancer","https://gamesdonequick.com//tracker/donor/370786/22"
"Megaman 8 original production cel","Zerochan","$30.00","Mega Man 1 - 3 Team Relay Race any%","None","https://i.ebayimg.com/images/g/e5IAAOSwB4BaCOdw/s-l1600.jpg","Steven170","https://gamesdonequick.com//tracker/donor/291121/22"
"Mega Man I - Stage Select Roster","Jayce Thoyre","$35.00","Mega Man 1 - 3 Team Relay Race any%","None","https://imgur.com/a/SIiVw","Anonymous","Anonymous"
"Signed 5.57 Dragster Cartridge &amp; Atari","Darbian &amp; GamesDoneQuick","$5.57","Mega Man 1 - 3 Team Relay Race any% -> Princess Rescue any%","None","https://i.imgur.com/l4JffUz.png","Rawr muffin","https://gamesdonequick.com//tracker/donor/336206/22"
"Banquet of the Wild book","Fangamer &amp; Kari Fry","$10.00","The Legend of Zelda: Ocarina of Time 100%","None","None","Anonymous","Anonymous"
"Electronic Ocarina","ThinkGeek","$10.00","The Legend of Zelda: Ocarina of Time 100%","None","None","Dirnt","https://gamesdonequick.com//tracker/donor/256346/22"
"Handmade Frog from Chrono Trigger Figurine","Jayce Thoyre","$20.00","The Legend of Zelda: Ocarina of Time 100%","None","https://imgur.com/a/pisuV","SchlickmeisterJ119","https://gamesdonequick.com//tracker/donor/355320/22"
"Legend of Zelda Graphic Novels","Anonymous","$15.00","The Legend of Zelda: Ocarina of Time 100%","None","https://imgur.com/66F0d1y","Six31189","https://gamesdonequick.com//tracker/donor/362878/22"
"Legend of Zelda Life Pin","Fangamer","$5.00","The Legend of Zelda: Ocarina of Time 100%","None","https://i.imgur.com/agSzwel.png","Anonymous","Anonymous"
"Legend of Zelda Perlers","DukeFireBird","$5.00","The Legend of Zelda: Ocarina of Time 100%","None","https://media.discordapp.net/attachments/287124334806433793/394023998347935745/20171223_010446.jpg?width=834&amp;height=470","LinkIsOblivious","https://gamesdonequick.com//tracker/donor/371318/22"
"Legend of Zelda Shot Glass","The ArtisTree","$5.00"," The Legend of Zelda: Ocarina of Time 100%","None","https://www.etsy.com/listing/548964847/legend-of-zelda-etched-shot-glass?ref=shop_home_active_34","Anonymous","Anonymous"
"LoL Book 1 &amp; Passport: The Legend of Zelda","Fangamer &amp; Legends of Localization","$10.00","The Legend of Zelda: Ocarina of Time 100%","None","None","VictorIsPerfect","https://gamesdonequick.com//tracker/donor/352255/22"
"Majoras Mask Perler","Anonymous","$10.00","The Legend of Zelda: Ocarina of Time 100%","None","https://imgur.com/YETVGuG","East Coast Tricycles","https://gamesdonequick.com//tracker/donor/371082/22"
"Ocarina of Time Saria Illustration","Wax","$10.00","The Legend of Zelda: Ocarina of Time 100%","None","http://wax-art.tumblr.com/post/167211821100/i-feel-this-place-will-be-very-important-for","Anonymous","Anonymous"
"The Legend of Zelda: Charms","Bentoch","$15.00","The Legend of Zelda: Ocarina of Time 100%","None","https://i.imgur.com/vjTHB5T.png","RoxMonster","https://gamesdonequick.com//tracker/donor/353896/22"
"&quot;Mechanical&quot; AGDQ Banner","GamesDoneQuick","$50.00","Kirby: Canvas Curse Any% -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","None","Googlieeyes","https://gamesdonequick.com//tracker/donor/368993/22"
"Organic Mario Soap Pack (Blue)","The ArtisTree","$5.00","Super Mario Land 2: 6 Golden Coins Any% Glitchless","None","https://www.etsy.com/listing/559637249/organic-mario-soap-pack?ref=shop_home_active_15","Anonymous","Anonymous"
"A Link to the Past perler art","Sara Belenky","$10.00","The Legend of Zelda 100% No Up+A 3-Way Race","None","https://imgur.com/OkeojIL","Anonymous","Anonymous"
