"Prize Name","Contributor","Minimum Bid","Game Span","Category","Image","Winner","Winner URL"
"Glass Chaos Emerald Gift Set in Decorative Box","iggyzig","$25.00","Dragon Warrior III Any% -> Sonic 3 and Knuckles Sonic any%","None","https://imgur.com/a/zY4SK","dualspiral","https://gamesdonequick.com//tracker/donor/325446/23"
"Knuckles the Echidna Pillow","Shawol Crafts","$10.00","Dragon Warrior III Any% -> Sonic 3 and Knuckles Sonic any%","None","http://tinypic.com/r/f2lkix/9","Joe4evr160","https://gamesdonequick.com//tracker/donor/365474/23"
"Sonic Adventure 1&amp;2 LP Box Set (vinyl)","Brave Wave &amp; Fangamer","$15.00","Dragon Warrior III Any% -> Sonic 3 and Knuckles Sonic any%","None","https://imgur.com/q5tdPin","Anonymous","Anonymous"
"Sonic Perler","Count Gooby","$5.00","Dragon Warrior III Any% -> Sonic 3 and Knuckles Sonic any%","None","https://imgur.com/a/eCZO6","Samus Aranakin","https://gamesdonequick.com//tracker/donor/317460/23"
"Sonic Spinball - Emerald Power!","Peach Stone","$10.00","Dragon Warrior III Any% -> Sonic 3 and Knuckles Sonic any%","None","https://i.imgur.com/7ZnreNA.jpg","Syl194","https://gamesdonequick.com//tracker/donor/341800/23"
"Sonic the Hedgehog Pillow","Shawol Crafts","$10.00","Dragon Warrior III Any% -> Sonic 3 and Knuckles Sonic any%","None","http://tinypic.com/r/197cqw/9","dualspiral","https://gamesdonequick.com//tracker/donor/325446/23"
"Gravity Suit Samus Perler","Bangagong","$15.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://i.imgur.com/e41hE4x.jpg","Jinx11","https://gamesdonequick.com//tracker/donor/379853/23"
"Metroid Art Print","Lou Webb","$10.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://78.media.tumblr.com/259c0c0be27c19c064573ba98ec6fcb4/tumblr_oxkn8zzdIb1swj9w4o3_1280.jpg","Kort","https://gamesdonequick.com//tracker/donor/288043/23"
"Metroid Logo Chainmail Inlay","The Chain Nerd","$25.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://www.instagram.com/p/Bif0r-YFhn7/","Strings_Mas","https://gamesdonequick.com//tracker/donor/35373/23"
"Metroid Queen Plushie","Eyes5","$30.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","http://www.metroidhat.com/gallery/metroidsurprise.jpg","ProfNES","https://gamesdonequick.com//tracker/donor/2753/23"
"Metroid Samus Returns Prize Pack","Mr_Shasta","$15.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://i.imgur.com/94mObGw.jpg","LuminaireFox","https://gamesdonequick.com//tracker/donor/313649/23"
"Metroid Zero Mission Holographic *&amp; 3D Lenticular* Prints","marshmishh","$10.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://imgur.com/a/yk2UdCG","Bossasaur","https://gamesdonequick.com//tracker/donor/344478/23"
"Super Metroid Suit Variant Perlers","Cassy Baij","$5.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://imgur.com/gallery/lxWKVs3","bighead1","https://gamesdonequick.com//tracker/donor/379801/23"
"World of Nintendo 6-Inch Metroid Action Figure","iggyzig","$5.00","Metroid: Zero Mission 100% Normal Race -> Halo 2 Legendary","None","https://imgur.com/a/IRJBW","Oro178","https://gamesdonequick.com//tracker/donor/344333/23"
"Xbox One X Bundle of Joy","Azroix","$30.00","Halo 2 Legendary -> Batman Returns Mania","None","https://drive.google.com/open?id=1tYmwZ9zw0mqsmQCxurWrARZNpi9stdMx","ButtersBB","https://gamesdonequick.com//tracker/donor/2738/23"
"Dashing Link Archival Print","Studio Pen Pen","$5.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://www.etsy.com/listing/273082188/dashing-link-an-archival-print-from-the?ref=shop_home_active_15","Anonymous","Anonymous"
"Link and Zelda Standee","careko","$10.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://sta.sh/01aaneugyujj","Spockrocket","https://gamesdonequick.com//tracker/donor/33301/23"
"Resident Evil Poster","Scott Gurney","$10.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://imgur.com/a/HEo9yD3","Spockrocket","https://gamesdonequick.com//tracker/donor/33301/23"
"Rupee Perler Bead Magnet Set","Kinda Nerdy Housewife","$5.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://www.etsy.com/listing/609398107/rupee-perler-bead-art-with-magnet-option","Kishen","https://gamesdonequick.com//tracker/donor/323276/23"
"Triforce Doodle Painting","PuzzlePea","$15.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://imgur.com/a/5r1S64U","JB156","https://gamesdonequick.com//tracker/donor/377601/23"
"Zelda Etched Shot Glass","The ArtisTree Shop","$5.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://www.etsy.com/listing/548964847/legend-of-zelda-etched-shot-glass?ga_search_query=zelda&amp;ref=shop_items_search_8","The Gibbie","https://gamesdonequick.com//tracker/donor/328285/23"
"Zelda Korok Sticker Pack","rachillustrate","$5.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://www.dropbox.com/sh/d6kgwwf856q1ipg/AADYTycph4RIq21KWy1AfFzTa?dl=0","Tiffi","https://gamesdonequick.com//tracker/donor/351557/23"
"Zelda Master Sword Etched Pint Glass","The ArtisTree Shop","$5.00","The Legend of Zelda: Skyward Sword Any% -> Sylvan Tale 100%","None","https://www.etsy.com/listing/476330754/master-sword-zelda-pint-glass?ga_search_query=zelda&amp;ref=shop_items_search_2","Zacht1999","https://gamesdonequick.com//tracker/donor/360818/23"
"Batman Forever Comics Display","NESJumpman","$10.00","Sylvan Tale 100% -> Thief: The Dark Project Any% Normal OldDark","None","https://imgur.com/a/xSijx68","FattyStreaks","https://gamesdonequick.com//tracker/donor/322034/23"
"Carnage Perler Magnet","Nick Franklin","$5.00","Sylvan Tale 100% -> Thief: The Dark Project Any% Normal OldDark","None","https://photos.app.goo.gl/98hsHGVD82fzJf592","Plasmodium","https://gamesdonequick.com//tracker/donor/304555/23"
"Limited Edition Spider-Man Lithograph Print","DeadlyWaste","$10.00","Sylvan Tale 100% -> Thief: The Dark Project Any% Normal OldDark","None","https://imgur.com/C8p0uZ8.png","4G","https://gamesdonequick.com//tracker/donor/379174/23"
"Signed Marvel Anthology","DeadlyWaste","$25.00","Sylvan Tale 100% -> Thief: The Dark Project Any% Normal OldDark","None","https://imgur.com/VksSZZk.png","Anonymous","Anonymous"
"Spider-Man Plush Fabrikations","NESJumpman","$5.00","Sylvan Tale 100% -> Thief: The Dark Project Any% Normal OldDark","None","https://imgur.com/o7CPRgd","[FR]Superkwak1","https://gamesdonequick.com//tracker/donor/47794/23"
"Studio Pen Pen Limited Edition Coloring Book","Studio Pen Pen","$5.00","Sylvan Tale 100% -> Contra: Shattered Soldier Any% All Stages Race","None","https://www.etsy.com/listing/583666626/limited-edition-studio-pen-pen-coloring?ref=shop_home_active_1","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"High Hell Steam Keys - SGDQ2018","Devolver Digital","$5.00","High Hell Any% -> Thief: The Dark Project Any% Normal OldDark","None","None","Anonymous","Anonymous"
"1-Up Mushroom 3D Perler Figure","YoshioKun13","$10.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://pbs.twimg.com/media/DfHv8qmUYAAC9SU.jpg:large","Anonymous","Anonymous"
"Birdo Doodle Painting","PuzzlePea","$15.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://imgur.com/a/bxSwWXh","TheFloppyFlipp","https://gamesdonequick.com//tracker/donor/297981/23"
"Legend of Zelda: Ganon Figurine","Zagerrific","$20.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://imgur.com/iVfqceV.png","Anonymous","Anonymous"
"Super Mario Bros. Prints","DemonBattler","$5.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://imgur.com/LQtcCBB","Krunkidile","https://gamesdonequick.com//tracker/donor/331517/23"
"Triforce Cookie Container","ThinkGeek","$10.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://imgur.com/mPeoInz.png","Uberbrows","https://gamesdonequick.com//tracker/donor/368906/23"
"Yoshi&#39;s Woolly World Handknit Chain Chomp Plush Ball","Mizkaroline","$10.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://www.dropbox.com/s/43z6lwuw5wt2why/MizkarolinesChainChomp.JPG","Robby218","https://gamesdonequick.com//tracker/donor/327441/23"
"Zelda: Four Swords, Link Perler Magnet with stand","Nick Franklin","$5.00","Metal Gear Solid: The Twin Snakes Extreme -> Super Mario 3D Land warpless","None","https://photos.app.goo.gl/WbMa09WIatq3s3Qw2","crazydescent","https://gamesdonequick.com//tracker/donor/337460/23"
"Celeste 4x6&quot; Mini Print","rachillustrate","$5.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://www.dropbox.com/sh/g5smb4znz4o5eiu/AABEfFPJOQtN5jn3PAMCrFNTa?dl=0","Hopscotch","https://gamesdonequick.com//tracker/donor/268066/23"
"Celeste - &quot;Reflection&quot; Shirt","Matt Makes Games &amp; Fangamer","$10.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/EM1yOjo.png","TheRocketPig","https://gamesdonequick.com//tracker/donor/381025/23"
"Cuphead Animation Cels","Studio MDHR","$30.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/Entda93.png","WorldWarrior13","https://gamesdonequick.com//tracker/donor/314884/23"
"Cuphead Collectible Devil Plush","Studio MDHR","$10.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/GHM8WMj.png","Anonymous","Anonymous"
"Cuphead Deluxe Vinyl Soundtrack","iam8bit","$25.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/Hm8BgRe.png","Last Gordon","https://gamesdonequick.com//tracker/donor/338668/23"
"Cuphead Fleece Throw Blanket","Studio MDHR","$10.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/8aL9PJL.png","B..., Michael (Broderick)","https://gamesdonequick.com//tracker/donor/381246/23"
"Cuphead Shadowbox","Studio MDHR and Artovision","$20.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/dolayWj.png","Pepsi buddy 113","https://gamesdonequick.com//tracker/donor/381313/23"
"Funko Pop! Games Cuphead and Mugman Figures","SalmonBuffalo","$10.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","Game","https://cdn.discordapp.com/attachments/397446806658875402/454429890406645770/20180607_192950.jpg","Anonymous","Anonymous"
"Funko Pop King Dice Figurine","Studio MDHR","$5.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","None","[FR]LeBaronSpireal","https://gamesdonequick.com//tracker/donor/301806/23"
"Funko Pop Legendary Chalice Figure","Studio MDHR","$5.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/45sJomF.png","Anonymous","Anonymous"
"Knitted Ice Hat","Thenka","$15.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/a/nxct5UR","Anonymous","Anonymous"
"Studio MDHR Cuphead Apparel Pack","Studio MDHR","$10.00","Cuphead 100% (Regular, Legacy) -> Stilt Fella Any%","None","https://imgur.com/JZOyWGZ.png","Michael128","https://gamesdonequick.com//tracker/donor/375757/23"
"Pac-man 2 The new Adventures","TheUltimo","$10.00","Pac-Man 2: The New Adventures any% -> Strider any% race","None","None","Anonymous","Anonymous"
"PAC-MAN Magnet Set","Nick Franklin","$5.00","Pac-Man 2: The New Adventures any% -> Strider any% race","None","https://photos.app.goo.gl/EZbW1RHv5G0dpEpy1","Alexis5","https://gamesdonequick.com//tracker/donor/381448/23"
"A Link to the Past - Dark and Light World Watercolor Prints","Studio Pen Pen","$10.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://www.etsy.com/listing/472917903/zelda-a-link-to-the-past-map-limited?ref=shop_home_active_12","Anonymous","Anonymous"
"Handmade Link Figurine (Based on 1986 Concept Art)","Jayce Thoyre","$40.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://www.instagram.com/p/BjDV2bHhAD2/?taken-by=notenoughnaan","RedEchidna","https://gamesdonequick.com//tracker/donor/310159/23"
"Link and Enemy Perler with stand","Nick Franklin","$5.00","The Legend of Zelda low% Race -> <a href="/tracker/run/3067">","None","https://photos.app.goo.gl/LeHQLwjCh68MpK2k2","Alex T. Fenris","https://gamesdonequick.com//tracker/donor/19469/23"
"Nintendo Themed Surgical Hats","StrangeCupATea","$5.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","Game","https://photos.app.goo.gl/jWAyhtoYSfl07NFp2","Anonymous","Anonymous"
"Ocarina of Time Cross Stitch","Erin McLaughlin","$10.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://imgur.com/a/OlvA1HW","J.A","https://gamesdonequick.com//tracker/donor/22713/23"
"Paper Mario and Bombette Perler Magnets","Nick Franklin","$5.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://photos.app.goo.gl/wF5xb5B9UNNXMzrJ9","Anonymous","Anonymous"
"Paper Mario Flower Fields Map","Marlowe Dobbe","$10.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://static1.squarespace.com/static/56c012fd27d4bddbb1776058/5a3304d9085229e36d8bbdac/5b06033c2b6a28e3e73d667a/1527120710974/flowerfields.jpg?format=1000w","Swerdna","https://gamesdonequick.com//tracker/donor/43720/23"
"Paper Mario Tunnel Card","Raggets","$15.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://orig00.deviantart.net/bdf0/f/2018/153/4/f/tunnel_card_final_by_gogo_t_w-dcdbb3u.jpg","Sammylawnchair","https://gamesdonequick.com//tracker/donor/290986/23"
"Piranha Plant Hand Puppet","ThinkGeek","$5.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","None","PensPrez","https://gamesdonequick.com//tracker/donor/305721/23"
"The Legend of Zelda aLttP Title Screen Print","Studio Pen Pen","$5.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://www.etsy.com/listing/589603464/the-legend-of-zelda-a-link-to-the-past?ref=shop_home_active_5","Hobbsit","https://gamesdonequick.com//tracker/donor/33280/23"
"Trouble At Grass Land Palace","DotDecor","$20.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://www.instagram.com/p/Bi5ZNnRFPVP/","Dynamo123","https://gamesdonequick.com//tracker/donor/381626/23"
"Whacka Plush","steelfeather","$10.00","The Legend of Zelda low% Race -> DeadCore NWNM NG (No Wall Clips No Mega Jumps New Game)","None","https://i.imgur.com/31qwYLJ.png","Casual Cheese","https://gamesdonequick.com//tracker/donor/290868/23"
"Signed Prey Artbook","Bethesda Softworks","$10.00","Deus Ex Mankind Divided any% -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://imgur.com/jd4s4kJ.png","Anonymous","Anonymous"
"Bowser Hand Puppet","ThinkGeek","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://imgur.com/V9mnWrF.png","Anonymous","Anonymous"
"Donkey Kong Animation Perlers","Count Gooby","$10.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://drive.google.com/drive/folders/1gLtOCWd4VIB1GFhVdEmqkFp0OdpFhA8h?usp=sharing","Anonymous","Anonymous"
"King Boo and Boo Enamel Pins","Rachillustrate","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://www.dropbox.com/sh/7bzqj44559arr9f/AABjvPCA3ITCVD6Vu1CeZOFga?dl=0","tzfx","https://gamesdonequick.com//tracker/donor/357271/23"
"Koopa Kid Prints","MrMoundshroud","$15.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://imgur.com/UlZL8LK","GrappleHammer","https://gamesdonequick.com//tracker/donor/377289/23"
"Nintendo Switch","Games Done Quick","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://imgur.com/27i4OvN.png","Lothszah","https://gamesdonequick.com//tracker/donor/35568/23"
"Original Nintendo Power Glove in Display Case","The Gilded Lion Books","$20.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://photos.app.goo.gl/xlSrYkb727L5NjJH2","Ben Nassau24","https://gamesdonequick.com//tracker/donor/336766/23"
"Paper Mario Woodburned Sign","scott paananen","$15.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://imgur.com/Szzmulw.png","C-Bass","https://gamesdonequick.com//tracker/donor/333849/23"
"Pixel Mario &amp; Peach Prints","Studio Pen Pen","$10.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://www.etsy.com/listing/573781055/pixel-peach-and-pixel-mario-limited?ref=shop_home_active_7","Zencara","https://gamesdonequick.com//tracker/donor/352573/23"
"SMB3 World 1","Studio Pen Pen","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://www.etsy.com/listing/459430132/smb3-world-1-map-limited-edition?ref=shop_home_active_19","Startacker!","https://gamesdonequick.com//tracker/donor/382738/23"
"Super Mario Bros 3 Collector Pins","NESJumpman","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://imgur.com/cgwfwgE","AlexanderTG","https://gamesdonequick.com//tracker/donor/348511/23"
"Super Mario World Map Print","Studio Pen Pen","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://www.etsy.com/listing/581759137/super-mario-world-map-original-or-autumn?ref=shop_home_active_16","Anonymous","Anonymous"
"Yoshi Sherbert Watercolor Print","Studio Pen Pen","$5.00","Super Mario Bros. warpless -> Mario Kart 8 Deluxe 32 Tracks, 200cc, Items","None","https://www.etsy.com/listing/548816898/yoshi-sherbert-limited-edition-archival?ref=shop_home_active_13","Rob163","https://gamesdonequick.com//tracker/donor/382681/23"
"SGDQ 2018 Banner - CapHead","GamesDoneQuick","$50.00","Mario Kart 8 Deluxe 32 Tracks, 200cc, Items -> TASBot plays F-Zero GX by talented authors TASBot%","None","None","Mr12000","https://gamesdonequick.com//tracker/donor/16080/23"
"Bound Vinyl Soundtrack","iam8bit","$10.00","Runbow Bowhemoth -> Streets of Rage 2 Mania%","None","https://imgur.com/pVqzjEK.png","Valiant and Balk","https://gamesdonequick.com//tracker/donor/383086/23"
"Gaige Drawings","MrMoundshroud","$10.00","Runbow Bowhemoth -> Streets of Rage 2 Mania%","None","https://imgur.com/L0HgSNy","SnowmonkeyJLo","https://gamesdonequick.com//tracker/donor/383097/23"
"Runbow Original Vinyl Soundtrack","iam8bit","$15.00","Runbow Bowhemoth -> Streets of Rage 2 Mania%","None","None","Grimeon","https://gamesdonequick.com//tracker/donor/288098/23"
"Signed Runbow Posters","13amgames","$25.00","Runbow Bowhemoth -> Streets of Rage 2 Mania%","None","https://imgur.com/m2gsnjT.png","The Pagician","https://gamesdonequick.com//tracker/donor/377674/23"
"Handmade Mega Man Transformation Statue","Jayce Thoyre","$40.00","Rockman No-Constancy any% normal -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://www.instagram.com/p/BkX-K4jgTit/?taken-by=notenoughnaan","Anonymous","Anonymous"
"In the Year 200X Print","Studio Pen Pen","$5.00","Rockman No-Constancy any% normal -> Goof Troop Co-Op","None","https://www.etsy.com/listing/618291999/in-the-year-200x-mega-man-2-tribute?ref=shop_home_active_1","Anonymous","Anonymous"
"Mega Man Mega Buster Replica","iggyzig","$10.00","Rockman No-Constancy any% normal -> Goof Troop Co-Op","None","https://imgur.com/a/A02iE","Elusive Jigsaw","https://gamesdonequick.com//tracker/donor/344603/23"
"Super NT","Games Done Quick","$25.00","Rockman No-Constancy any% normal -> Goof Troop Co-Op","None","https://imgur.com/7bwUH8X.png","Fourteenth","https://gamesdonequick.com//tracker/donor/334639/23"
"Bandai Namco Prize Pack","BANDAI NAMCO Entertainment","$50.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> I Am Bread Bagel Race","None","https://imgur.com/fBiO4H4.png","IAmMrPopo","https://gamesdonequick.com//tracker/donor/352636/23"
"Boo &amp; Goomba Clip-on Plush","steelfeather","$5.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://i.imgur.com/fbzG7oI.jpg","DJ-Jazz","https://gamesdonequick.com//tracker/donor/288538/23"
